Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange	g4_g3.p-value	g4_g3.t-statistic	g4_g3.log2foldchange
ENSG00000144579	CTDSP1	g10864008_3p_at	NA	-2.40342476817242	-1	NA	-1.42979331684409	-0.6
ENSG00000144580	CNOT9	Hs.94211.0.S2_3p_at	NA	2.38937390401553	0.5	NA	0.04407853885609	0
ENSG00000144583	MARCHF4	Hs.66159.0.S1_3p_at	NA	1.07069914046583	0.5	NA	-0.116678614017848	-0.1
ENSG00000144589	STK11IP	Hs.22410.0.A1_3p_at	NA	0.41993527138965	0.1	NA	0.259429320849846	0.1
ENSG00000144591	GMPPA	g11761616_3p_a_at	NA	0.760783824076375	0.1	NA	0.319557651608266	0.1
ENSG00000144596	GRIP2	Hs.296770.1.S1_3p_at	NA	0.740527714810006	0.3	NA	2.42475245180189	0.7
ENSG00000144597	EAF1	Hs.63131.0.A1_3p_at	NA	1.44709433286601	0.3	NA	-0.315378608265871	-0.1
ENSG00000144619	CNTN4	Hs.94000.0.A1_3p_at	NA	3.38274754722359	2.2	0.354161552766158	1.88297620887671	1
ENSG00000144635	DYNC1LI1	g7705852_3p_a_at	0.0498450863836034	3.21156670083483	3.8	0.213908753884154	2.93475198110106	1.7
ENSG00000144642	RBMS3	g7657505_3p_at	NA	-1.61198907401574	-0.3	NA	1.17594555461862	0.2
ENSG00000144644	GADL1	Hs2.376955.1.S1_3p_at	NA	-0.770273110894074	-0.1	NA	0.407552575964626	0.1
ENSG00000144645	OSBPL10	g8923336_3p_s_at	NA	3.21515431593058	2.3	0.407896699406942	1.63211683289289	0.8
ENSG00000144647	POMGNT2	Hs.12313.0.S1_3p_at	NA	2.39878075236928	1.4	NA	1.27957242680958	0.5
ENSG00000144648	ACKR2	g4502910_3p_at	NA	-1.09457327720134	-0.2	NA	-1.26451337203481	-0.2
ENSG00000144649	GASK1A	Hs.112822.0.S1_3p_at	NA	-2.35565228663286	-0.4	NA	-2.53556558745661	-0.4
ENSG00000144655	CSRNP1	Hs.6607.0.S1_3p_at	NA	-2.40556861639072	-1.2	0.271754895698909	-2.35946667669818	-1.1
ENSG00000144659	SLC25A38	g8923519_3p_at	NA	2.33729152823078	0.9	NA	-0.439524824267147	-0.2
ENSG00000144668	ITGA9	Hs.8042.0.S1_3p_at	NA	0.556538700535321	0.3	0.48828799862194	1.34280987100338	1.1
ENSG00000144671	SLC22A14	g13699860_3p_at	NA	-2.01335862834427	-0.4	NA	-3.58109649326466	-0.6
ENSG00000144674	GOLGA4	g6715599_3p_a_at	NA	3.23561692860134	2.4	NA	-0.271867786855921	-0.1
ENSG00000144677	CTDSPL	g5031774_3p_a_at	NA	0.836965425295861	0.5	0.188343187128789	3.30253814648177	1.2
ENSG00000144681	STAC	g4507246_3p_at	NA	-0.0188269097365961	0	NA	-0.203844433315422	-0.1
ENSG00000144711	IQSEC1	Hs.4764.0.S2_3p_at	NA	2.20454756363722	1.2	0.576632835853818	-1.07576261704333	-0.5
ENSG00000144712	CAND2	Hs.154740.0.S1_3p_at	NA	1.17947781346193	0.7	NA	1.26932294209179	0.4
ENSG00000144724	PTPRG	Hs.146050.0.S1_3p_at	NA	-0.00944847406263314	0	NA	-2.50214750933095	-0.6
ENSG00000144730	IL17RD	Hs.8817.0.A1_3p_at	NA	-1.53991716579755	-0.2	NA	0.487817275308779	0.1
ENSG00000144736	SHQ1	g8922499_3p_at	NA	4.31287664287141	1	NA	1.17874129127946	0.4
ENSG00000144741	SLC25A26	Hs.4193.0.S1_3p_at	NA	1.73130388593084	1.3	0.452608547410743	1.47301487108716	0.9
ENSG00000144744	UBA3	g5912116_3p_at	0.0498450863836034	3.44686608181777	2.7	0.790907985044784	0.523278754015339	0.3
ENSG00000144746	ARL6IP5	g7669496_3p_a_at	0.0498450863836034	2.92778830751072	2.6	NA	1.0872761847155	0.4
ENSG00000144747	TMF1	Hs.270954.0.A1_3p_at	NA	0.38510919565339	0.1	NA	1.59403666878116	0.4
ENSG00000144749	LRIG1	g13537354_3p_s_at	NA	-2.40158898257324	-2.1	0.326908900994021	-2.03479089946064	-1.3
ENSG00000144771	LRTM1	g9963844_3p_at	NA	1.98548678499411	0.3	NA	0.545006603984866	0.1
ENSG00000144791	LIMD1	Hs.48469.2.S1_3p_x_at	NA	0.0311706147963434	0	NA	-1.1914676346382	-0.2
ENSG00000144792	ZNF660	Hs2.376394.1.S1_3p_at	NA	-1.24202807508001	-0.2	NA	-1.13513861504702	-0.2
ENSG00000144802	NFKBIZ	g13516830_3p_a_at	NA	-0.146363035123146	-0.1	0.175910286892648	-3.45876067959927	-1.4
ENSG00000144810	COL8A1	g9966814_3p_x_at	NA	-3.35645961322428	-1.7	NA	-1.70675962066928	-0.6
ENSG00000144820	ADGRG7	Hs2.334511.1.S1_3p_at	NA	-0.737748478745488	-0.1	NA	-0.64537885875599	-0.1
ENSG00000144821	MYH15	Hs.225968.0.S1_3p_at	NA	-3.09888497665276	-0.8	NA	-1.812281807808	-0.5
ENSG00000144824	PHLDB2	Hs.7378.0.S1_3p_a_at	NA	2.01376145038502	1.4	0.163111122560943	3.79661681878086	1.5
ENSG00000144827	ABHD10	g8923000_3p_s_at	NA	0.748259506107538	0.3	NA	0.16666839791531	0.1
ENSG00000144834	TAGLN3	g10047091_3p_at	0.0549703744145334	2.54352138373746	2.4	0.729887949222002	0.665387971888847	0.4
ENSG00000144837	PLA1A	g7706660_3p_x_at	0.0498450863836034	-3.02325025927691	-2.6	0.323544578528507	-2.05385031693108	-1.7
ENSG00000144840	RABL3	226090_3p_x_at	NA	2.17232525215989	0.7	NA	0.0942022286096623	0
ENSG00000144843	ADPRH	Hs.300425.0.A1_3p_at	NA	-1.98197995120229	-0.6	NA	-1.91671040682067	-0.4
ENSG00000144847	IGSF11	Hs.6658.0.A1_3p_at	NA	-1.11997771591778	-0.2	NA	0.685318803201864	0.3
ENSG00000144848	ATG3	g11968042_3p_x_at	NA	1.69900611647352	1.2	NA	-0.0297273034258676	0
ENSG00000144852	NR1I2	g3511137_3p_a_at	NA	-2.26902697698594	-0.2	NA	-0.983650942959309	-0.2
ENSG00000144857	BOC	Hs.153961.2.S2_3p_at	NA	-2.96218384125259	-2.3	0.196768936841529	-3.08458859864143	-1.5
ENSG00000144867	SRPRB	g10864014_3p_a_at	NA	2.48288415862792	2.2	NA	0.506236231263072	0.2
ENSG00000144868	TMEM108	Hs.280740.0.S2_3p_at	NA	2.30131254814182	1.1	NA	0.641577014174598	0.2
ENSG00000144891	AGTR1	g6715581_3p_a_at	0.0638272136004611	2.33938833917914	2.5	0.253260236294477	2.51945335121705	1.6
ENSG00000144893	MED12L	Hs2.126817.3.S1_3p_a_at	NA	-0.970152781149172	-0.1	NA	-2.41467805941876	-0.3
ENSG00000144895	EIF2A	g13182760_3p_at	NA	2.37219467534535	1.6	0.92706469360052	0.180950957367411	0.1
ENSG00000144908	ALDH1L1	Hs.272307.0.S1_3p_at	NA	-1.19104041148795	-0.2	NA	-0.35843890482012	-0.1
ENSG00000144909	OSBPL11	g12232460_3p_a_at	NA	-0.59826697768098	-0.2	0.867199299167149	-0.324976063434582	-0.2
ENSG00000144935	TRPC1	g4507684_3p_at	NA	2.94213985624849	1	NA	-0.29680055143314	-0.1
ENSG00000144959	NCEH1	Hs.22941.0.S1_3p_x_at	NA	3.21026315128108	1.7	NA	0.641165918432944	0.2
ENSG00000144962	SPATA16	g13517940_3p_at	NA	-2.07635877272033	-0.3	NA	0.527075452790852	0.1
ENSG00000145012	LPP	Hs.180398.0.S3_3p_at	NA	-0.548892827948006	-0.5	NA	-1.49297434038126	-0.6
ENSG00000145014	TMEM44	1560275_3p_at	NA	-2.72571695592892	-0.3	NA	-1.05902858046471	-0.2
ENSG00000145016	RUBCN	Hs.141296.0.S1_3p_at	NA	3.90833101099772	1	NA	1.44217625726598	0.5
ENSG00000145022	TCTA	g11560140_3p_s_at	NA	-0.395674638609036	-0.1	NA	-0.646548029637599	-0.2
ENSG00000145041	DCAF1	g7662315_3p_a_at	NA	0.0876332753304743	0	NA	-1.20716792445838	-0.4
ENSG00000145050	MANF	g5174392_3p_at	NA	0.96425978973684	0.5	NA	3.4136881043978	0.9
ENSG00000145087	STXBP5L	Hs.225969.0.S1_3p_at	NA	1.62359737786293	1.2	0.746920203746709	-0.615973878978984	-0.6
ENSG00000145088	EAF2	g8922098_3p_at	NA	-0.24871095056474	0	NA	0.442353751218993	0.1
ENSG00000145103	ILDR1	Hs.98484.0.S1_3p_at	NA	-0.338784478810508	-0.1	NA	-0.302542460323098	0
ENSG00000145113	MUC4	Hs2.352652.1.S1_3p_at	NA	-1.56023068502779	-0.3	NA	0.26638075490206	0
ENSG00000145147	SLIT2	Hs.110373.0.S1_3p_at	NA	1.79915483083779	1	0.21719573370222	2.8682479944268	1.5
ENSG00000145191	EIF2B5	Hs2.350779.1.S1_3p_at	NA	1.46422622401009	1.3	0.221221927105682	2.81475982806434	2.2
ENSG00000145192	AHSG	g4502004_3p_s_at	NA	0.637658422496879	0.1	NA	-1.97871877290276	-0.4
ENSG00000145198	VWA5B2	Hs2.254095.1.S1_3p_at	NA	0.85274884546534	0.2	NA	1.64476880040112	0.4
ENSG00000145214	DGKQ	Hs.31709.0.A1_3p_x_at	NA	-0.320997987198498	-0.1	NA	0.134088950371454	0
ENSG00000145216	FIP1L1	g13569873_3p_s_at	NA	2.25665031558391	0.9	0.167857883688809	3.66290472675342	1.4
ENSG00000145217	SLC26A1	Hs.89560.0.S1_3p_at	NA	-1.1332945310121	-0.2	NA	-0.220389651364068	0
ENSG00000145220	LYAR	g12053016_3p_a_at	NA	2.11719260566876	0.4	0.436004409073967	-1.53598273794347	-0.7
ENSG00000145241	CENPC	g4502778_3p_at	NA	2.17105583353564	0.9	NA	-0.365962824721115	-0.1
ENSG00000145242	EPHA5	Hs.31092.1.S1_3p_a_at	NA	1.93533223562298	0.9	NA	1.67188788563563	0.6
ENSG00000145244	CORIN	Hs.165238.0.A1_3p_at	NA	1.15042583791866	0.4	NA	-0.8961938837099	-0.1
ENSG00000145246	ATP10D	Hs.173540.0.S1_3p_at	NA	0.959876358674847	0.4	0.253626900558198	2.5154184079822	1.3
ENSG00000145247	OCIAD2	Hs.95835.0.A1_3p_at	NA	1.36528846212793	0.8	NA	1.3240730785054	0.5
ENSG00000145248	SLC10A4	Hs.132591.0.A1_3p_at	0.0498450863836034	3.49165013114754	3.9	0.188343187128789	3.25815593916377	3
ENSG00000145284	SCD5	Hs.247474.2.S1_3p_at	NA	3.63429059233185	1.4	NA	2.95245490752645	1
ENSG00000145287	PLAC8	g7706157_3p_at	NA	-0.181007857460298	0	NA	-0.102368118905787	0
ENSG00000145293	ENOPH1	g10864016_3p_a_at	NA	3.38265108025628	2.4	NA	1.40076447642562	0.5
ENSG00000145309	CABS1	Hs.120316.0.A1_3p_at	NA	-0.381617304026248	0	NA	0.14644148557399	0
ENSG00000145321	GC	g9845254_3p_at	NA	-0.699697233578798	-0.1	NA	0.622020852215766	0.1
ENSG00000145331	TRMT10A	242442_3p_x_at	NA	1.50611462703299	1.1	NA	-0.810523087181779	-0.3
ENSG00000145332	KLHL8	Hs.278054.0.S1_3p_at	NA	1.99855165988862	1.4	0.402920001193001	1.66416651182946	0.8
ENSG00000145335	SNCA	g6806896_3p_a_at	NA	3.73009912723086	2.4	0.287661060750438	2.23609693779266	1.3
ENSG00000145348	TBCK	Hs.8115.0.S1_3p_at	NA	1.37357798842368	1.2	0.184226587235961	3.35829203975149	1.5
ENSG00000145349	CAMK2D	Hs.111460.0.A2_3p_at	NA	2.92349569194128	2	NA	2.65910477589284	1
ENSG00000145354	CISD2	Hs.127700.0.A1_3p_at	NA	0.362579861550489	0	NA	0.753731192217428	0.1
ENSG00000145358	DDIT4L	Hs.107515.0.A1_3p_at	NA	-0.877884331076304	-0.2	NA	-1.61193534439933	-0.7
ENSG00000145362	ANK2	Hs.117970.0.S2_3p_at	NA	4.70331003141868	1.6	NA	0.994421566696826	0.3
ENSG00000145365	TIFA	Hs.126490.0.A1_3p_at	NA	-0.284707816320815	0	NA	-0.746962653133492	-0.2
ENSG00000145375	SPATA5	242251_3p_at	NA	-1.66813098434959	-0.3	NA	-1.66911504087794	-0.2
ENSG00000145384	FABP2	g10938019_3p_x_at	NA	-1.35897224400891	-0.4	NA	2.42750333881433	0.4
ENSG00000145386	CCNA2	Hs.91728.1.A1_3p_at	NA	1.81242424636822	0.8	NA	-0.31532899896556	-0.1
ENSG00000145388	METTL14	Hs.127685.0.S1_3p_at	NA	-1.00406384832919	-0.2	NA	0.103552630028717	0
ENSG00000145390	USP53	Hs.101515.0.A1_3p_at	NA	2.4371953750668	0.9	NA	1.27198065912911	0.4
ENSG00000145391	SETD7	Hs.78521.0.S1_3p_at	NA	0.440156931597863	0.2	NA	2.74670047279488	0.7
ENSG00000145414	NAF1	Hs.194606.0.A1_3p_at	NA	1.54200472727429	0.6	0.727871029661878	-0.670582371492824	-0.5
ENSG00000145416	MARCHF1	g8923612_3p_at	NA	1.03308026306172	0.3	NA	2.0429552579802	0.5
ENSG00000145423	SFRP2	Hs.31386.0.S1_3p_a_at	NA	-2.77198159246904	-0.6	NA	-0.709102343759502	-0.2
ENSG00000145428	RNF175	Hs.11307.0.A1_3p_at	NA	2.78686582798925	1.9	0.312947065188563	2.1082604008825	1.1
ENSG00000145431	PDGFC	g9994186_3p_at	NA	1.0041436052745	0.3	0.660352648124722	0.841938234204191	0.5
ENSG00000145439	CBR4	Hs.71616.0.S1_3p_at	NA	2.32414596687903	1.3	NA	2.67242506649918	0.9
ENSG00000145451	GLRA3	g3342235_3p_at	NA	-1.58598646940914	-0.2	NA	-0.295617337864403	-0.1
ENSG00000145476	CYP4V2	Hs.237642.0.S1_3p_x_at	NA	-1.24607626317038	-0.4	NA	0.792692458123633	0.2
ENSG00000145491	ROPN1L	g12539614_3p_at	NA	-3.8002816160182	-0.9	NA	-2.37051780679166	-0.4
ENSG00000145494	NDUFS6	g4758791_3p_at	NA	1.97832826905689	1.2	NA	0.467193677723676	0.2
ENSG00000145495	MARCHF6	Hs.8078.0.S1_3p_at	NA	3.90627696507059	0.9	NA	0.183471272897041	0.1
ENSG00000145506	NKD2	Hs.240951.0.S1_3p_at	NA	0.979845364900032	0.5	0.859693423116835	0.345257927452046	0.2
ENSG00000145526	CDH18	g4826670_3p_at	0.0561533356496066	2.49726581839802	2.2	0.872785373116248	-0.313309685720774	-0.2
ENSG00000145536	ADAMTS16	Hs.205299.0.A1_3p_at	NA	-0.992692461841389	-0.1	NA	-0.229857438225637	0
ENSG00000145545	SRD5A1	g4507200_3p_at	0.0498450863836034	3.03810890960827	3.6	0.972941399711481	-0.0744694147056065	-0.1
ENSG00000145555	MYO10	g11037056_3p_a_at	NA	-3.13969031883235	-1.7	0.766438825621941	0.57776990596552	0.3
ENSG00000145569	OTULINL	Hs.152328.0.A1_3p_at	NA	-1.05675523975256	-0.2	NA	-0.571820409563293	-0.1
ENSG00000145592	RPL37	Hs.179779.1.S1_3p_a_at	NA	-0.428227609834435	-0.2	NA	-0.0297452349242497	0
ENSG00000145604	SKP2	g12655170_3p_s_at	NA	1.22334181547665	0.6	0.478663490923893	-1.38170350222157	-1
ENSG00000145623	OSMR	Hs.75431.3.S1_3p_at	0.063114637677969	-2.3517046609565	-2.4	0.815642568411167	0.463587021861813	0.4
ENSG00000145626	UGT3A1	Hs.172709.0.A1_3p_at	NA	-0.122333649382187	0	NA	-0.918735749953844	-0.1
ENSG00000145632	PLK2	g5730054_3p_at	NA	0.636321420493099	0.1	NA	-1.44247836547033	-0.4
ENSG00000145649	GZMA	g6996012_3p_at	NA	-1.13561351781334	-0.2	NA	-0.833487398673383	-0.1
ENSG00000145675	PIK3R1	Hs.6241.0.S3_3p_at	NA	0.33316553011717	0.1	0.512010716923445	-1.27949764399032	-0.6
ENSG00000145681	HAPLN1	g4503052_3p_a_at	NA	-1.36270951961981	-0.4	NA	-0.512492074819431	-0.2
ENSG00000145685	LHFPL2	Hs.79299.0.S1_3p_at	NA	0.117617338574109	0.1	0.450277176278424	1.48307963907918	1.2
ENSG00000145687	SSBP2	g7106422_3p_at	NA	1.47881652934644	0.5	NA	0.439724232386159	0.1
ENSG00000145692	BHMT	g4502406_3p_at	NA	-1.64552702369645	-0.4	NA	-0.0531982566132119	0
ENSG00000145700	ANKRD31	Hs2.381376.1.S1_3p_at	NA	-0.589319809104772	-0.1	NA	0.550756469813262	0.1
ENSG00000145703	IQGAP2	g5729886_3p_at	NA	-1.11112628144906	-0.2	NA	0.179380615068714	0
ENSG00000145708	CRHBP	g5921997_3p_at	NA	-0.953192079359954	-0.1	NA	-0.406300307446066	-0.1
ENSG00000145715	RASA1	g4506430_3p_at	0.0541635818794347	2.57407268569587	2.5	0.345873095460175	1.9118624098432	1.3
ENSG00000145721	LIX1	Hs.25205.0.A1_3p_at	NA	-2.75114369389594	-0.4	NA	0.330404179965181	0.1
ENSG00000145723	GIN1	g8923123_3p_s_at	NA	0.613008079985596	0.3	NA	2.16029259420771	0.6
ENSG00000145725	PPIP5K2	g7662117_3p_a_at	0.0498450863836034	3.9680517208502	3.1	NA	3.43192103616322	1
ENSG00000145730	PAM	g4505602_3p_a_at	NA	2.11820129950291	1.5	0.356275921713727	1.87046367325724	0.9
ENSG00000145734	BDP1	Hs.272808.1.A1_3p_at	NA	0.823760597725123	0.2	NA	0.419468548910102	0.1
ENSG00000145740	SLC30A5	1555334_3p_s_at	NA	-1.17623710397199	-0.3	NA	-0.0428170668712701	0
ENSG00000145741	BTF3	214800_3p_x_at	NA	2.42641238375937	1.3	NA	1.02886313057873	0.3
ENSG00000145743	FBXL17	Hs.118531.0.A1_3p_at	NA	-0.964985897365095	-0.2	NA	-0.581717450267909	-0.1
ENSG00000145757	SPATA9	Hs.127363.0.S1_3p_a_at	NA	-1.54466525630183	-0.2	NA	0.212774833893274	0
ENSG00000145777	TSLP	Hs.128051.0.A1_3p_at	NA	-0.956342378910531	-0.1	NA	0.105194950362842	0
ENSG00000145779	TNFAIP8	g7657123_3p_a_at	NA	-2.16656942514233	-0.5	NA	0.569436869543376	0.1
ENSG00000145780	FEM1C	Hs.47367.0.A1_3p_at	NA	0.28624258324485	0.1	NA	-0.362734334108684	-0.1
ENSG00000145781	COMMD10	g13528749_3p_at	NA	2.21710595772815	1.3	0.672705259950984	0.810071940892553	0.6
ENSG00000145782	ATG12	Hs.182723.0.S1_3p_at	NA	2.62730137990837	1.4	0.360813370380298	1.85220420493892	1.4
ENSG00000145794	MEGF10	Hs.287425.0.S1_3p_at	NA	-0.626421592704044	-0.7	0.934112212659974	-0.163535367159625	-0.1
ENSG00000145808	ADAMTS19	Hs2.353114.1.S1_3p_at	NA	0.128939187113508	0	NA	-0.109610359948867	0
ENSG00000145817	YIPF5	Hs.5672.0.S3_3p_at	NA	3.21113515705321	2.1	0.905920377771629	0.23391132154784	0.1
ENSG00000145819	ARHGAP26	Hs.132942.1.A1_3p_a_at	NA	-3.34417606022022	-1.4	NA	-1.28556548575837	-0.5
ENSG00000145824	CXCL14	g4757869_3p_a_at	NA	-1.74241071481404	-0.9	0.547324140780864	1.17052331965156	0.9
ENSG00000145826	LECT2	g4504976_3p_at	NA	-0.287956529440591	-0.1	NA	-0.0735539053168987	0
ENSG00000145832	SLC25A48	Hs2.129539.1.S1_3p_at	NA	-1.48075329994561	-0.5	NA	-2.22494919637524	-0.5
ENSG00000145833	DDX46	g7662317_3p_s_at	NA	1.1688680534423	0.5	NA	-0.413521629905896	-0.1
ENSG00000145839	IL9	g10834979_3p_at	NA	0.271756761386454	0	NA	-0.608699547973021	-0.1
ENSG00000145850	TIMD4	Hs2.334907.1.A1_3p_at	NA	-2.18017400768353	-0.5	NA	-1.62202161808907	-0.4
ENSG00000145860	RNF145	Hs.104893.0.A1_3p_at	NA	1.85224711484116	0.8	NA	-0.12783865926955	0
ENSG00000145861	C1QTNF2	g13274517_3p_at	NA	-2.94789088777121	-0.8	NA	-0.537317593174048	-0.1
ENSG00000145863	GABRA6	g4557606_3p_at	NA	-0.926882321476397	-0.1	NA	0.0742222249383421	0
ENSG00000145864	GABRB2	Hs2.350890.1.S1_3p_s_at	NA	2.44247135842506	1.9	0.463740851206111	1.43116076286008	0.7
ENSG00000145868	FBXO38	g13376291_3p_s_at	NA	-1.27333505129439	-0.4	NA	0.428871621282273	0.2
ENSG00000145879	SPINK7	g13489044_3p_at	NA	-0.167725665976364	0	NA	0.526439192941014	0.1
ENSG00000145882	PCYOX1L	g13128973_3p_a_at	NA	1.75192125909494	1.1	0.518060841648989	1.26002301201242	0.7
ENSG00000145888	GLRA1	g4504018_3p_at	NA	-2.01829917432306	-0.3	NA	1.1138709492611	0.4
ENSG00000145901	TNIP1	g5174608_3p_a_at	NA	0.879673106368636	0.3	NA	-0.692104857477047	-0.2
ENSG00000145907	G3BP1	Hs.220689.0.S2_3p_at	NA	1.56787193491571	0.5	NA	1.49412774509551	0.4
ENSG00000145908	ZNF300	Hs.288928.0.S1_3p_s_at	NA	-0.410430265007435	-0.1	NA	-0.836347990245724	-0.1
ENSG00000145911	N4BP3	Hs.101761.0.S1_3p_at	NA	-0.0708524053020295	0	0.711566218165258	-0.708138048737798	-0.4
ENSG00000145916	RMND5B	g12232432_3p_s_at	NA	-1.07241115312676	-0.3	NA	0.865551457719156	0.2
ENSG00000145919	BOD1	Hs.6592.0.S1_3p_x_at	NA	1.67648653411887	1.3	NA	3.18433864295505	1.1
ENSG00000145920	CPLX2	Hs.193235.0.S1_3p_at	NA	1.21393516793457	0.6	NA	1.12346693621871	0.4
ENSG00000145934	TENM2	Hs.173560.0.S1_3p_at	0.0498450863836034	3.67052430422484	2.8	0.697116932506616	0.751974038547923	0.5
ENSG00000145936	KCNMB1	Hs2.93841.3.A1_3p_at	NA	-2.59310871083939	-0.5	NA	0.279210700815638	0.1
ENSG00000145945	FAM50B	g6912325_3p_at	NA	2.77741109108756	1.5	0.914487491537257	0.21433335994267	0.1
ENSG00000145949	MYLK4	Hs2.127830.1.A1_3p_at	NA	-0.0431864391685672	0	NA	-0.364718460054286	-0.1
ENSG00000145975	FAM217A	Hs2.434346.1.S1_3p_at	NA	1.62672862515608	0.3	NA	-0.579387514737089	-0.1
ENSG00000145979	TBC1D7	g7106867_3p_at	NA	1.55021891421544	1.2	0.373773642809144	1.79351342723473	1.1
ENSG00000145982	FARS2	g5729819_3p_a_at	NA	-1.25309305631233	-0.3	NA	0.998659495541373	0.3
ENSG00000145990	GFOD1	g9506674_3p_a_at	NA	0.453231281455775	0.2	0.959753570299092	0.10429334687624	0.1
ENSG00000145996	CDKAL1	Hs.306668.0.S1_3p_x_at	NA	-2.2243570263894	-0.7	NA	-1.80132534762948	-0.7
ENSG00000146001	PCDHB18P	Hs.284306.0.S1_3p_at	NA	-3.28998903311978	-0.7	NA	-0.869833964436143	-0.3
ENSG00000146005	PSD2	g13276624_3p_at	NA	-0.89501441167211	-0.6	0.978898384583535	-0.0609200782167767	0
ENSG00000146006	LRRTM2	g7662101_3p_at	NA	2.55338200681636	0.7	NA	2.45259470939481	0.9
ENSG00000146007	ZMAT2	Hs.250655.3.A1_3p_x_at	NA	-2.26534414770357	-0.4	NA	0.272124209524205	0.1
ENSG00000146013	GFRA3	Hs.211955.0.S1_3p_at	NA	-0.412995278592556	-0.1	NA	0.0743450362041044	0
ENSG00000146021	KLHL3	g8393671_3p_a_at	NA	2.8794791190163	1.5	0.463740851206111	1.42979521272634	0.7
ENSG00000146038	DCDC2	Hs.61345.0.S2_3p_at	NA	1.66028545717083	0.3	NA	0.313359477473344	0.1
ENSG00000146039	SLC17A4	g4885440_3p_at	NA	-2.63467496123805	-0.3	NA	0.748293535492892	0.2
ENSG00000146047	H2BC1	Hs.188762.0.A1_3p_at	NA	0.0224942767141522	0	NA	-0.230451213778927	0
ENSG00000146049	KAAG1	g6684531_3p_at	NA	-1.9779588944177	-0.5	NA	1.0180721603979	0.2
ENSG00000146054	TRIM7	Hs2.343661.3.S1_3p_a_at	NA	-1.4245647864619	-0.3	NA	-2.54575290373482	-0.5
ENSG00000146063	TRIM41	Hs.332612.0.A1_3p_s_at	NA	-1.14057526246538	-0.1	NA	0.944549041806578	0.2
ENSG00000146067	FAM193B	g9506606_3p_at	NA	-1.9007699968737	-0.4	NA	-0.879260072807939	-0.2
ENSG00000146070	PLA2G7	g4826883_3p_at	NA	1.0739015262361	0.3	NA	0.867824155701606	0.4
ENSG00000146072	TNFRSF21	g7706171_3p_at	NA	2.45605397839641	1.2	NA	2.20613603925699	0.7
ENSG00000146083	RNF44	g7662485_3p_at	NA	2.24189796500666	1	0.843063719046101	0.38829076936348	0.2
ENSG00000146085	MMUT	g4557766_3p_a_at	NA	2.11186370598155	1.7	NA	-0.156495773528639	-0.1
ENSG00000146090	RASGEF1C	Hs.190559.0.A1_3p_at	NA	-0.346246216948014	-0.1	NA	-0.0655547468882929	0
ENSG00000146094	DOK3	g13528734_3p_a_at	NA	0.543577403639348	0.2	0.786277799874714	-0.535763959125083	-0.3
ENSG00000146109	ABT1	g7019318_3p_at	NA	-0.36545181462181	-0.1	NA	-1.04162807597994	-0.3
ENSG00000146112	PPP1R18	Hs.101150.0.A1_3p_at	NA	-1.69558887706248	-0.4	NA	-2.35839847661968	-0.4
ENSG00000146122	DAAM2	Hs.100113.0.A1_3p_at	NA	-1.68197976702403	-0.5	NA	-0.208754056212588	0
ENSG00000146143	PRIM2	Hs.74519.1.S1_3p_at	NA	-0.955160634293853	-0.1	NA	-0.22492897503775	0
ENSG00000146147	MLIP	Hs.105362.0.S1_3p_at	NA	0.739074004386166	0.2	NA	0.898424912508882	0.2
ENSG00000146151	HMGCLL1	Hs.3837.0.S1_3p_at	NA	2.87304085182928	1.7	NA	-1.34165611009266	-0.4
ENSG00000146166	LGSN	g7705581_3p_at	NA	-0.372426521110582	0	NA	0.074084629581232	0
ENSG00000146192	FGD2	Hs2.381869.1.S1_3p_x_at	NA	0.659183829467457	0.4	NA	0.457873877326265	0.2
ENSG00000146197	SCUBE3	Hs.44165.0.A1_3p_at	NA	-0.13983965739996	0	NA	-0.335085093211516	-0.1
ENSG00000146205	ANO7	Hs.147924.0.A1_3p_at	NA	0.0249026231493239	0	NA	-1.83207741079817	-0.3
ENSG00000146215	CRIP3	Hs.62212.0.A1_3p_at	NA	-2.26512083153844	-0.3	NA	-0.617670122461283	-0.1
ENSG00000146216	TTBK1	Hs.30487.0.A1_3p_at	NA	-2.62664131059829	-0.7	NA	-1.02440859004243	-0.2
ENSG00000146221	TCTE1	Hs.189183.0.A1_3p_at	NA	-0.600538342965595	-0.1	NA	0.972368389076036	0.3
ENSG00000146223	RPL7L1	224738_3p_x_at	NA	2.3401213775481	1.1	NA	1.73211011872843	0.6
ENSG00000146232	NFKBIE	g4758805_3p_at	NA	1.09056267287275	0.2	NA	-1.13101903127034	-0.3
ENSG00000146233	CYP39A1	g7706128_3p_s_at	NA	0.421584647718449	0.1	NA	0.59021818959797	0.1
ENSG00000146242	TPBG	g5729717_3p_at	NA	2.74728268775352	2.3	0.741663105093307	0.641169937354093	0.7
ENSG00000146243	IRAK1BP1	Hs2.117142.1.S1_3p_s_at	NA	0.357490118991008	0	NA	-0.144915942356906	0
ENSG00000146247	PHIP	Hs.9927.0.S1_3p_at	NA	0.412446674901904	0.1	NA	-4.99345898946259	-0.8
ENSG00000146250	PRSS35	Hs.98381.0.A1_3p_at	NA	-0.983642744683959	-0.1	NA	-0.528672756189499	-0.1
ENSG00000146267	FAXC	Hs.159406.0.S1_3p_at	0.0506408398917015	2.79991269909339	2.4	0.558979709305533	1.1329413173176	0.6
